title,content
"스토킹처벌법 벌금형, 공공기관 취업에... ","스토킹처벌법으로 약식기소되어 300만원 벌금형에 벌급완납시 공공기관 취업시 결격사유에 성폭력범죄 벌금 100만 원 이상시 결격사유라면 스토킹 처벌 벌금형도 성폭력범죄로 처벌 받은걸로 되나요?? 포함되지않고 별개인가요 헷갈리는 부분이 많아서 정확한 답변이 필요합니다 사람마다 말이 다른것같아서요 아그리고 2년이지나면 형이 실효가된다고하던데 그러면 2년이지나면 취업시 범죄경력조회에 안뜨니까 어떠한 불이익이나 결격사유에 해당하지 않나요?스토킹처벌법이 성범죄에 해당하는지 알려주세요 ㅇㅇ  관련태그: 노동/인사, 성폭력/강제추행 등, 미성년 대상 성범죄"
집유 끝나고 공공기관 취업 질문,"추행으로 1년징역에 2년 집유받았고집유끝난지 2년이 지나 공무원 결격사유는 끝난상태인데공공기관에 취업하게 되었는데민감정보제공 동의서를 받는데(범죄경력, 수사, 수배 조회자료)가 포함되더라구요여기에 제 전과가 뜨나요 해당없음으로 뜨나요?(결격끝났으며 취업제한 받지않았습니다)"
B형 간염 보균자 취업 가능 병원 질문,B형간염보균자입니다 요양병원.재활병원에 병원에 취업이 안되나요
미국 간호사 취업,한국에서 대학 다니다가 미국 시험 봐서 간호사로 들어갈 순 있지만 미국 대학 다니면서 회화나 커뮤니케이션을 해보고 싶어서원래는 한국에서 간호대 3년을 다니고 유타대로 편입할 생각이었는데 영주권이 걸리더라고요. 취업비자 받아서 일 한다고 하더라도 비자 끝났는데 아직 영주권이 안 나오면 일을 못 하잖아요.1. 보통 한국인이 미국에서 간호학과를 나오면 어떻게 취업 하나요?2. 혹은 유타대에서 연결해주는 병원이라던지 다른 방법이 있나요?3. 졸업 후 다시 한국 들어와서 2년 일 하면서 영주권 기다렸다가 들어가나요? 임상 경험도 플러스 요인이 되니까요.
장애인취업,취업할때도 경증장애인보다 중증장애인이 더 취업이 잘 되나요??아님 그 반대인가요?
취업후 학자금 대출,안녕하세요 올해 대학교 가는 신입생입니다늦은 나이에 대학을 가는데 제가 개인워크 아웃 중인데취업후 학자금이 가능 할까요?자립준비 청년이긴 합니다만그리고 학자금 지원 구간이 1분위 던데 그러면 국장이랑 취업후 학자금 얼마느 지원 가능 한가요?생활비 대출도 가능 한가여?
간호학과 4학년 취업 성적반영 문의,안녕하세용 간호학과4학년이 됐는데요 4학년1학기가 끝나면 1학년때부터 4학년 1학기까지의 성적을 가지고 2학기때부터 면접을 보러다니잖아요?? 근데 만약에 바로 취업 안하고 다른 일을 먼저하고 나중에 병원에 입사하겠다하면 그때도 4학년1학기까지의 성적으로 면접을 보나요? 아니면 4학년2학기까지 보나요?
자격증취업,"현재 자격증 준비하는 고1입니다. 한글,엑셀, 파워포인트 다 있는데 성적이 BAA라서 한글A를 따려고 준비중입니다.준비하다 문득 든 생각인데 자격증이 나중 취업에 얼마나 영향을 주는지가 궁금해 졌습니다. Q1 자격증 중에서는 한글 자격증을 많이 중요시 하나요?Q2 자격증이 취업에 영향을 주나요?"
국민취업지원제도 신청하면,국민취업지원제도 신청하면 돈 그냥 매달 60만원씩 나오나요? 공시생이고 자격증은 따 놓아서 공무원 시험만 보면 되는 건데 생활비 하고시ㅍ습니다 정보 아시는 분 있으시면 도와주세요!
"폭행 불송치 기록, 취업에 불이익이... ","안녕하세요, 3년 전 친구와 다툼으로 인해, 사건이 있었다 친구가 잘못을 인정하고 처벌 불원서를 통해 폭행 불송치 (공소권 없음) 을 받았습니다. 범죄경력조회서에는 전과가 아니라, 조회되진 않지만, 수사경력자료에서는 조회되는 것을 알았습니다. 5년 내에 지워진다 하지만, 취업을 그 전에 해야 하는 상황이라 몇가지 질문 좀 드리고 싶습니다.1. 「형의 실효 등에 관한 법률」 제6조 제1항 단서에 의거, 위와 같이 이미 종결된 수사 경력자료가 일반 공기업이나 국가보안시설 신원조사 시 회보 범위에 포함되는지 궁금합니다.해당 기록이 전과가 아님을 인지하고 있으나, 채용 단계에서 인사팀이 이를 인지하거나 불이익을 줄 수 있는 실무적 가능성이 있는지 확인 부탁드립니다.2. 국정원이나 군 간부 등 특수 직군, 보안 시설 공공기관 경우에는 신원 조회를 통한 수사경력자료 까지도 조회할 수 있다고 그러는데, 여러 기업의 결격 사유에 대해서는 성립하진 않는거 같습니다. 하지만 이런 기업이나 직군에 도전하는 경우, 기록이 존재하는 한 불이익이 있을까요?3. 금융공기업 같은 기업에서의 결격 사유는 주로 경제 범죄인거 같은데, 저 같은 경우, 제 꿈을 잃지 않고 그냥 하루를 다시 열심히 살아가도 될까요?4. 일반적인 경우, 경찰청을 통해 신원 조회를 한다고 들었습니다. 이 때 경찰청이 인사담당자가 결격사유여부에 대해서 적격/부적격 회보식으로만 알려주는건지, 수사경력이 아닌 범죄경력조회서를 통한 적격 부적격 회보식인지, 그렇다면 불이익이 없을지 궁금합니다.5. 해외여행 결격사유가 없으신 분 <- 이 부분에 대해서, 비자를 받을 수 있는지, 여권이 당장 발급 가능한지 정도 알고 있습니다, 미국 캐나다 같은 특정 나라에서 저 같은 경우는 발급이 어려워 채용 불이익이 있을까요?취준생인데, 미숙한 지난날에 대한 후회와 너무 힘들어서, 하루 종일 우울해있습니다 도와주세요 ..  관련태그: 고소/소송절차, 형사일반/기타범죄"
내일배움카드 취업 의무?,"내일배움카드로 지게차 학원비 수강하려고 하는데요, 혹시 자격증 수료한 이후에 취업 무조건 해야되는 건가요???그냥 자격증만 취득목적으로 지원 받으면 안되는건가요?"
대학교 3학년에 취업하면 자퇴밖에 답이... ,대학교 3-1 학기나 3-2학기 때 취업하면대학은 자퇴밖에 답이 없나요??학교에서 온라인으로 강의 대체해주거나 하는건거의 없겠죠?
기소유예가 미국 비자와 취업에 미치는... ,"24/1/1에 고소당했고, 24년 가을 겨울쯤 기소유예를 받았습니다.(초범) 제가 해양대에 진학하게 되어서, 28년에 배를 타는데 이때 비자가 발급되지 않으면 어쩌나하는 걱정이 듭니다. 그리고 이 전과가 29년 취업때도 악영향이 있진 않을까하는 생각도 듭니다. 5년이 지나지 않은 상태일 때, 이 전과가 선사에 취업, 미국 비자 등에 영향이 있는지 궁금합니다. 관련태그: 고소/소송절차, 형사일반/기타범죄"
실업급여 조기취업수당?,안녕하세요.실업급여 수급중 취업을 하였습니다. 조기취업 수당을 받을려면 1년이상 회사에 재직해야하는데사정이 생겨 옛날에 근무했던 회사로 이직할려고 하는데1년 전했던곳 말고 3년전 했던곳입니다.- 3년전 했던 곳 가서 4대 보험 공백없이 근무하면 -> 조기취업수당 받을수 있을까요 ?
"실업급여 중 취업, 남은 기간 어떻게... ",실업급여 받는 중에 취업이 되면 남은 급여는 어떻게 되는지 궁금합니다. 만약 6개월 받던 중에 3개월 차에 취업이 되면 나머지 3개월은 못 받게 되는 건가요? 아니면 취업 후에도 계속 이어서 받을 수 있는 건지... 그리고 취업한 직장에서 또 그만두게 되면 다시 실업급여 신청이 가능한지도 알고 싶습니다. 이런 경우 겪어보신 분들 조언 부탁드려요!
국비학원 취업센터,국비학원 다니면서 취업센터에 상담도다니면서 지금은 학원수업 다끝나고 센터에서 주는 수당도 다 받았고 이제 센터에서 포폴확인해서 피드백받고 본격적으로 면접 준비하라던데 센터에서 면접보라는거 무조건 꼭 봐야되는건가요?안보면 불이익이 있을까요
국민취업지원제도 미참여자... ,"안녕하세요 작년 대학원 졸업후 취업에 성공한 20대 사회초년생입니다.작년 7월경 국민취업지원제도 1유형을 신청하였는데,자격 미달로 미선정되었습니다. 상담사 분 께서 ""지원금이 나오는것은 아니지만, 2유형으로 변경해서 신청해 드릴까요?""라고 권유 하였고저는 거절을 하였습니다.그 후 8월에 취업에 성공하여 재직한지 6개월이 지났습니다.취업후 6개월이 지나면 취업성공수당이라는 것을 받을 수 있다고 하는데,저는 대상이 아니라고 나옵니다.국민취업지원제도 참여자가 아니라면 어떠한 경로라도 지급이 안 되는것일까요?아니면 6개월이 지나고 익월에 신청대상으로 바뀌는 것일까요?답변해주시면 감사하겠습니다."
장애인으로 강제 취업,제 친엄마가 제가 뇌전증 중첩증이 생겨서 그거로 약물 복용 기간으로만 6개월정도 이상 먹으면 장애인으로 만들어낼수 있다는걸 시청에서 알아보고 온 뒤로 저를 제가 원하지 않는 곳으로 강제취업 시키려고 해요 저는 현재 병원행정직 취업 준비중인 취준생이고요 엄마는 제가 어릴때부터 신체적 정서적으로 학대를 하고 폭력을 휘두르며 지냈는데 학교에 알렸음에도 전혀 보호조치를 받지 못했어요 성인이 되어서도 지속적인 언어폭력 신체폭력 정서적폭력을 하는 중인데 제가 뇌전증으로 인해 반항한다고 생각하는 엄마와 아빠의 이유만으로 장애인으로 강제적으로 만들수있나요?아래 사진들은 언어폭력과 신체폭력 관련된 증거내용입니다 트라우마를 잊을수 있는 방안도 알려주세요 현재 20년동안(게시자 나이 만 23세)트라우마에 시달리고 있습니다...ㅠㅠ
중소기업취업연계장학금 직업심리검사... ,중소기업취업연계장학금을 수혜한 신규장학생이어서 직업심리검사 결과를 증빙자료로 제출하려하는데 증빙자료에 생년월일이 포함되지 않아서 불안합니다한국장학재단에서는 이름과 생년월일등이 포함되어야 한다는데 생년월일이 포함되는 증빙자료가 없습니다 ㅜㅜ어떻게 제출하면 좋을까요?
실업급여도중 취업 관련 문의,6차 실업인정 기간에 실업인정 신청을 안 하고 그 후 취업을 했습니다 물론 7차도 안 할 거고요 취업사실 신고를 하라는대 꼭 해야할까요? 남은 일수에 관한 급여나 취업전날까지의 급여는 안 받아도 괜찮은데요..
실업급여 2차 취업특강 실업인정... ,"실업급여 2차 취업특강만으로 구직인정 되나요? 입사지원x, 면접x2-3년 전에도 실업급여 받은 적 있는데, 그 때 취업특강 2-3개 정도 들은 것 같아요.취업특강 횟수 3회까지 인정된다는 말이 있던데,이번에는 적용이 안되는건가요?"
공기업 회계팀 취업시 스펙,공기업 회계 분야 취업 희망하는 대학교 1학년 학생입니다. 1. 공기업 회계분야로 취업하려면 어떤 자격증을 취득해야하나요??2. 공기업에서 일하려면 공무원 준비해야하거나 그런건 아니죠?
문과 취업 난이도,문과는 취업이 거의 불가능 하다는데 진짜 그정도인가요?지금이라도 이과로 틀려고요
조기취업수당 받으려면 꼭 알아야 할... ,"얼마 전에 실업급여 신청하면서 조기취업수당이라는 걸 알게 됐는데요. 이게 정확히 어떤 조건들이 충족돼야 받을 수 있는지 헷갈려서요. 특히 재취업 후에 얼마나 오래 일해야 하는지, 그리고 중간에 잠깐 쉬는 기간 없이 계속 일해야 하는지 궁금해요. 또, 만약에 일하다가 중간에 이직하게 되면 어떻게 되는지도 알고 싶어요. 주변에 물어볼 사람이 없어서 답답한 마음에 질문 올려봅니다. 혹시 최근에 신청해보신 분 있으면 경험담도 듣고 싶어요!"
오픽토스 점수 없이도 금융권에 취업... ,"제가 오픽이나 토스 시험을 치르지 않았는데, 이러한 어학 점수 없이도 금융권에 취업할 수 있는 방법이 있을까요? 다른 역량이나 경험을 어떻게 강조하면 좋을지 조언 부탁드립니다."
2025 취업박람회 현재 진행중인 것?,안녕하세요  2025 취업박람회 하반기 지금 하는 정보 있을까요?지역은 서울권이고 채용정보나 취업을 희망하고 있습니다. 취업박람회나 채용박람회 통해 정보 얻고 오프라인으로도 의향이 있습니다. 좋은정보 알려주세요 !
실업급여 수급 중 취업,실업급여 마지막 수급 신청일이 6/23일인데 새로 취업한곳 입사일이 6/20일 입니다. 하루라도 일찍 취업이 되면 수급일에 실업급여 신청하지 말고 재취업 신고를 해야할까요? 2-3일 차이 밖에 안나는데 그냥 실업급여 신청하면 안될지...고용센터에 물어보니 하루라도 빨리 취업했다면 수급일에 실업급여 신청하지 말라는데요. 혹시 신청하면 날짜 차이 만큼 다시 돌려줘야하냐 물어보니 그런건 아닌데 부정 수급 조사가 나갈수 있다 그러는데 어떤 조사인지는 구체적으로 알려주지를 않네요. 추후 다시 실업급여 신청시 불이익을 당하냐 물어보니 그것도 아니라는데...제가 이럴 때 23일 실업급여를 신청해버리면 불이익 당하는게 있을까요? 금액이 덜 나오는건 괜찮은데. 재취업으로 신고하면 취업전까지 날짜 산정해서 받는데 오래걸리더라구요. 문제가 있을까요?
입영통지서 취업,입영통지서를 받은상태인데 현역으로 산업체 취업가능할까요?
제과제빵 유학 / 취업,"안녕하세요 현재 3년제 전문대에서 제과제빵을 배우고 있는 대학생입니다 제가 원래는 졸업 후 바로 일본 유학을 가는게 목표였는데 생각해보니 경력도 없는데 바로 유학을 갔다오는게 괜찮을까, 많이 배울 수 있을까 하는 걱정과 함께 만약 유학을 갔다오면 취업을 할 수 있을까? 하는 고민이 생겼습니다아무래도 전문대는 빨리 기술을 배우고 취업에 활성화된 느낌이라 졸업 후 취업을 하는게 안정적인 선택이지만 저는 이 분야에 대해 더 배우고 싶기도 하고 다른 나라의 제과제빵 문화와 다양한 공정에 대해 경험해보고 싶은 마음이 커서 유학을 생각했는데 과연 이 길이 괜찮은가 하고 다시 한번 더 생각하게 되더라고요 다른 분들의 정보를 들어봐도 취업 후 퇴사하고 유학 가신 분들이 많아서 경력을 쌓고 가는게 맞는 선택인가 싶습니다. 정말 고민 중이라서 글을 길게 써버렸네요 죄송합니다 ㅠ결론 = 전문대 졸업 후 일본 유학 가도 괜찮은가? 취업 후 퇴사하고 유학 가는게 더 나은 선택인가?유학 광고나 어학원 광고 답변 말고 진짜 제과제빵 업계에서 오래 일해보신 분들이나 제과제빵에 대해 잘 알고 계시는 선배님들께서 답변 해주시면 정말 감사하겠습니다."
실업급여 조기취업수당 관련문의요!,안녕하세요실업급여 5회차까지 받고 취업중인 사람입니다.혹시 저도 조기취업수당을 받을수있는지 궁금해요ㅜㅜ
미성년자 의제 후 취업과 유학 준비 방법은?,"만 21살 때 미성년자 의제 및 아청을 저지르고 제작년에 집유 받고 재판을 끝냈습니다.이런 상황에서 학업에 복귀를 하였는데, 유학 및 취업과 관련해서 많은 애로사항이 있을 것 같아 심히 걱정이 됩니다.어리석어 스스로를 고난길에 넣은 잘못이 크지만, 그럼에도 좋은 방법이 있는지 많이 공부하신 분들께 여쭤보고 싶습니다.1. 해외여행에 결격사유가 있는자 문항에 저는 해당이 되는 것으로 생각되는데, 어떻게 준비를 해야할까요2. 비자 및 여권 발급에 문제가 있을까요3. 여행 같은 경우는 어떻게 준비하나요4. 대기업 및 중견기업 취업은 힘들까요  관련태그: 미성년 대상 성범죄, 형사일반/기타범죄"
조기취업수당 해당되나요?,14년간 다니고있는 회사에 매출이 줄고 일이없어현재 출근만 할 뿐 일이없어 시간만 보내는 상황입니다.다시 일이 많아지려면 얼마나 걸릴지 모르는 상황에서 권고사직을 받아야하는 상황이라 사직 후 실업급여를 신청하려합니다.구직 기간 내에(최대 8개월로 알고있습니다) 퇴직한 회사에 일거리가 생겨 다시 재입사 하게되면 조기취업수당 자격이 되는지 알고싶습니다다른 직장을 알아보긴하겠지만 장기간 일한 직장에서 다시 불러준다면 재입사 의향이있어 문의드립니다.
이탈리아 워홀 비자 취업비자,이탈리아로 워홀을 가고싶은데 취업비자를 따로 신청해서 6개월말고 더 일을 할 수 있을까요?
보건복지부나 건강보험공단에 취업하는... ,올해 보건행정학과에 입학했는데 병원취업보다는 보건관련 공무원이 되고 싶습니다. 1학년때부터 천천히 준비하고싶은데 도움주시면 감사하겠습니다^^
"취업 준비가 너무 힘들 때, 잠깐 쉬어가도... ","매일 반복되는 취업 준비에 지쳐가고 있어요. 자격증, 면접, 자소서까지 챙기려니 정말 멘탈이 붕괴될 것 같아요. 주변 친구들은 하나둘씩 취업하는데 저만 뒤처지는 것 같아서 더 초조해지네요. 혹시 여러분은 취업 준비하면서 지칠 때 어떻게 힐링하셨나요? 잠깐 쉬어가도 괜찮을지, 아니면 끝까지 버텨야 하는지 여러분의 경험이 궁금해요."
비전공자가 대전VMD학원다니고 취업할... ,"안녕하세요. 전공은 경영학과지만 최근 매장 VMD에 관심이 생겼습니다.  졸업학년이라 부전공을 하기에는 늦었다고 생각되서 학원을 알아보고 있는게 이게 맞는건지 걱정돼서 질문남겨요.   1. 비전공자도 취업할 수 있을까요?  2. 잡코리아나 사람인에서 검색해보면 포토샵, 일러스트, 2D 캐드, 맥스 등등 있던데 뭘배워야할까요?   부모님은 저 하고싶은거 하라면서 알아보라고하는데 만약 학원을 다닌다면 VMD를 전문적으로 배울 수 있는곳이 있을까요?"
취업지원제도,취업지원제도 신청을 했고 한달에 지원금50만원씩 주는거로 알고있는데어떻게 받는걸까요 저기에 선정이 되야 받는건가요아니면 일을 시작을해야 받는건가요 ?
국비지원 수업시작하고 국민취업지원제... ,국비지원으로 수업듣기 시작했는데 수업듣기 시작한 뒤에 국민취업지원제도가 있는걸 알게되었는데 수업듣기 시작한 이후에 국민취업지원제도 신청해도 되나요?
국민취업제도1유형 & 내일배움카드,"국민취업제도 1유형에 선발이 되었어요. 바로 취업준비를 하는게 아니고 내일배움카드로 평소에 하고 싶었던 배움학원을 다니려고 합니다.이럴 경우엔 학원수강 자체가 구직활동으로 해당이 될까요?대부분 이력서 제출이나, 직접 면접도 가면서 구직 활동을 한다고 하더라구요.저 같은 경우는 학원을 다니면서 자격증을 따고 나서 구직활동을 하게 될거라서요이럴경우는 어떻게 하면 될지 답변 부탁드립니다^^"
취업신고 후 지급금액 언제 되나요?,제가 22일 실업인정일인데 20일에 취업을 해서 신청한지 13일이 다 되어갑니다혹시 지급은 언제되는지 알 수 있을까요?고용24어플에서는 계속 처리중이라고 하는데 조금 더 걸리는걸까요?만약 그게 아니라면 언제 받을 수 있나요?
실업급여 취업,실업급여 타는 중에 취업 해서 취업증명서를 오늘 제출했습니다 그럼 혹시 이전까지의 급여를 언제 지급 받는지 알 수 있을까요 ? 원래 실업급여 날짜에 지급 받는걸까요
실업급여 끝나고 취업,안녕하세요.제가 25년 11월 25일 - 25년 12월 24일로 6차 실업급여가 완전히 끝납니다.12월 초에 면접을 보고 26년 1월 2일 금요일에 출근 할 수 있냐고 연락이 와서 1월 2일부터 근무하게 되었는데 취업예정신고 하고 실업급여를 받을 수 있을까요??? 실업급여 끝나고 취업을 하는 거라서 실업급여 받을 수 있겠죠???
캐나다에서 한국 취업,현재 전 만 17세 학생이고요 22년도에 캐나다에 와서 부모님과 유학생활을 하고있습니다.캐나다에서 영주권을 취득후 대학을 졸업한후에 한국국적으로 한국에 와서 취업을 해도 되나요?
출소후에 사람의 취업은 어떻게 하나요?,제기 아는 사람이 징역 2년 7개월정도 친족 성추행 죄로 들어 갔는데요..(참고로 내년에 나옵니다)만약 이렇게 출소한 사람은 혹시 어떤데서 취업이 가능할까요…?그리고 이런말 좀.. 무겁고 하면 안되는거 알지만… 혹시나 이런 출소자가 받을수 있는 지원이나 혜택이 있을까요..?(죄송합니다...)
취업시 범죄경력조회 동의v체크시,발전소 하청 건설쪽에 취업하려합니다보통 출근당일 교육같은거 1-2시간받고중간에 몇장의 서류작성하지 않습니까?인적사항등등. 그부분중에범죄경력조회 동의 체크하는부분이 있는데그곳에 의무적으로 체크하는것으로알고있습니다이럴경우. 1년전 종료된 집행유예 기록을회사측에서 열람할수 있나요?성범죄 이런건 아닙니다.징역4월 집행유예1년인데작년 5월에 종료되었습니다열람동의부분에 v 체크한다고입사하려는회사에서 조회를 할수있는지 궁금합니다
실내디자인학원 비전공자도 취업까지... ,실내디자인학원에 관심이 많은 비전공자예요.(__)고등학교를 졸업하고 계약직으로 근무를 하고 있어요.일을 하면서도 미래가 불확실해서 많이 불안해요.안정적인 직장을 갖고 싶어도 특별한 기술이 없네요.저희 친척 분이 인테리어디자이너인데저보고 실내디자인학원다니고 취업하라고 하는데이게 말은 쉽지 현실적으로 가능한건가요?
실업급여 조기취업,제가 실업급여를 1차까지만 받고 취업을해서 조기취업 수당을 받으려고 하는데요. 13일 입사인데 오늘 취업신고를 했어요ㅜㅜ 혹시 문제가 될까요?그리고 따로 실업급여 수급중단 신청을 해야할까요?
실업급여 구직활동 취업증명서 프린터... ,이번4차인데요 구직활동 잡코리아에서 두번 했습니다취업증명서 이거를 뽑아서가야하나요 아니면인터넷으로 발송후 방문해야하나요
30대 남자 세무사 사무실 취업 가능합니까?,세무사 시험을 막 시작한 30초 남자 입니다. 1~2년 준비 후 어느 정도 합격각이 보이면 좀 더 매진 하고 아니면 전산세무 취득 후 세무사 사무실 취업을 해서 사무장이 되는 것을 목표로 해보고자 합니다다만 제가 이 분야 경험이 없고 나이가 있어 가능 할지 궁금합니다..업계 상황을 잘 아시는 분들의 조언 주시면 감사드리겠습니다.
국가국가장학금 취업연계중점대학유형,"제가 편입학 합격발표가 이번에 나왔는데요.국가장학금 신청기간도 지났고,국가근로장학금 (1.2차 통합)신청기간은 끝난듯해서 신청표시가 없더라구요.제가 지난 학기 성적이 괜찮아서 국가근로장학금을 꼭 신청하고 싶은데요.취업연계중점대학유형만 신청가능한 표시가 뜹니다. 1.2차 통합유형은 제가 원하는곳을 선택할 수 있었는데취업연계는 학과와 연계된 곳만 제가 갈 수 있는것인지 학과 상관없이 집 근처에 원하는 곳에 선택할 수는 없는것인지 궁금합니다."
장애인 취업 꿀팁,저 장애인 인데 다른일자리 찾고있거든요혹시 장애인 취업 꿀팁 알려줄수있나요
